"id","text","type"
,"Jebbbbeni izkloppovci k  take bedarijo postate. Kao neke street magic pa podobne fore k nobenga ne zanimajo pa samo svetite okol folka na ulici. Ne bi nč reku če bi bli triki res neki usaj pol profesionalni ne pa te bedarije k jih poberete iz 5min filmčkov na youtubu: how to do magic tricks fakk get a life.",1
,"in potem vidiš že en tedn prej kaok pri nas pripravljajo te tematske partye....en folk na fb pa piše take kot bi bil 100% irec",1
,"@BrainDamagevažno da ti nisi zajebal pri nickname-u",1
,"Hepan, da je mislo, da bo mimo prišo",1
,"@trial777 k'b te usekal...",1
,"preveč je Road Rash nabijov",1
,"Kako zaostal narod. Še sreča da živimo v evropi...",1
,"BB je bedarija",1
,"Strici iz ozadja. Podkupljena tekma. Samo svoje delo je opravil.",1
,"saj mora komisija upoštevat to, pomoje je bil drugi samo unmo pa fseeno polotit roke",1
,"1. glede na naglas sklepam da so angleži, ne američani...2. mešanje ras: nisem rasist samo stvari grejo že počasi malo predaleč3. upam da se boste začeli zavedat da vam prekomerna uporaba aplikacij, mobilnikov itd omejuje svobodo, nezavedno :D TURN OFF TO TURN ON (super slogan)",1
,"oprani američani 100 na uro, slovencelji pa raj pojejo ija ija o, moja ljubica like primitivizem na višku",1
,"haha kak z glavo opleta",1
,"lajkam",1
,"moj meni če koga zanima :  zjutraj pojem proteine z kornfleksom in pudingom od češnje, pol whey pred kosilom, pred treningom vitamine in kreatin plus proteine ter granatno jabolko si stisnem po treningu še 2 kotleti in proteine preden grem spat in še enih par tablet kreatina... povem vam da sbom počasi prešaltal na steroide ker se mi zdi da je malo višji rang tudi sosed mi je tako reku ko se bavi s temi stvarmi tako da bom še hitreje napredoval v mojem treningu.",1
,"Omojbog. Mojca. Kuhinja. Sendvič. Takoj.Mater vola.",1
,"10 km okol je blo vse svetel",1
,"Upam da ne pride do tega.. ker bomo mogl spet zbirat sredstva za pomoč prizadelim državam...",1
,"fak keri fejk, l:p",1
,"the wanking dead",1
,"Edino kar je važno je to, da pride do mikro poškodb mišice.Razne nebuloze o tem kaj je treba s čem kombinirat se širi okoli zato, ker je ena gorila svojmu frendu rekla, da tko trenira in potem PUF...druge možnosti sploh ni.*bravo*",1
,"ok dejansko je dost smešn ampak a lahko lepo prosm vi prokleti kreteni na izklopu začnete pisat SPOILER ALERT! u pm kokrat bom na to še mogu opozorit.",1
,"*Reebok*",1
,"Če se cepiš, ponavadi si imun na to bolezen... seveda nisi imun na povzročitelja ki vseeno vstopi v tvoje telo a ga zaradi cepljenja, tvoj organizem prepozna in sproži protitelesa, ki jih je razvil ob stiku z oslabljenim virusom ošpic... ko si bil cepljen bolezni nisi prebolel, ker verjetno nisi kašljal in dobil izpuščajev in vročine,...  takrat se je tvoj imunski sistem odzval na vnešen oslabljen virus, kot normalno če bi se okužil... ampak ga lahko obvladuje in prej ustvari protitelesa (ga da v spomin-po laično)... tako da naslednič, če boš v stiku z tem virusom, neboš zbolel ;)razumeš   ?",1
,"zakaj tega ne vidim na 1. strani?EDIT: ah pusti stat, sem zajebal",1
,"Tipični Američani.... Naivni, sprani kristjani...",-1
,"Dobro da mu ni padalo kj zlamalo. Al pa da ni ob tla prletu.",1
,"Malo čuden opis je to ""izgubila vid in moža, ki ji(h) vsak dan pomaga....Kot sem videl je ni pustil.",1
,"Tip laufa, kot bi bil gibalno oviran... In on je nek kvazi ambasador športa... Misli, da če na benču dvigne 200kg, da je športnik.... Tisti, ki telovadijo samo zaradi izgleda, da so čimbolj nabildani, so SRAMOTA ZA ŠPORT!!!!! To so šminkerji in pozerji, taki ne znajo žoge vršt na koš, taki ne znajo žoge brcnit v gol, taki ne znajo niti z loparjem tenis žogico odbit... Leseni, negibčni, počasni in brez tehnike... POTEM PA SPET MAL PROTEINOV POJEST PA NAZAJ V FITNES PRED OGLEDALO KVIFTAT IN OPAZOVAT SVOJ BICEPS..... BOLANO",1
,"admin šupak",-1
,"Zmoti me tole, ker piše da se je njegov inštruktor ""pogumno podal za njim,...""In zakaj naj bi bilo to pogumno dejanje o katerem vsi pišejo? Sej pa inštruktor ni tvegal svojega življenja za njega.Kakorkoli, padalo ima itak varnostno odpiranje padala, ko je človek že na meji, kadar bi moral imeti že davno odprto padalo. In ta varnostni sistem je posebej za v te namene, ko nekdo pade v nezavest ali pa pozabi odpret padalo.",1
,"no ja...lahko bi šlo tud bolj narobe",1
,"Samo neki me zanima; Zakaaaaaaaj? Hodža.....hmmm",1
,"Bedn komad.... Tip se špika s proteini, da tako agresivno repa....",1
,"Oven ni nič kriv če je bedak v avtu.",1
,"naj pride še en tornado in spuca hišo do temeljev",1
,"@FOX...",1
,"prva slika 1. tip iz leve proti desni, se tukaj na izklopu skriva pod ""nickom"" Zanimiv",1
,"Film za neumne ljudi. Kaj boš tuki koristnega vidu same bedarije.",1
,"zgleda ful dobr",1
,"Spet eni kvazi estradniki, ki se preko youtuba forsirajo na sceno, čeprav so netalentirani in milorečeno povprečni.... Brez samopromocije preko izklopa, nihče sploh ne bi vedel za njih....",1
,"To je namensko tako zmontirano, da je vsem takoj jasno. Edina stvar, ki smo jo zaj. je to, da sem brcnil žogo za odbojko, v koš bi pa morala priletet žoga za košarko",1
,"to ni fake, prou vid se nakonc ko se zacne veselit da gre zares",1
,"[censored] Or Be [censored]ed",1
,"kako oči premikajo haha",1
,"ne vidim kje je tu kaka grda ali debela... a me zajebavateal kaj?",1
,"ironično, da so v tej reklami tudi sami lepi ljudje... nobenega grdega.... kdo koga tle j***",1
,"en uprasanje... kako bolezen unic del mozganov k kontrolira srce... a ni srcna misica misica k deluje brez da bi mozgani nanjo uplival???",1
,"Ta posnetek je fake zato ker je zemlja ravna ne pa okrogla!!Več o tem si lahko preberete na spodnji povezavi.www.theflatearthsociety.org/",1
,"saj je okrogla vendar naravna oblika",1
,"˝Za asteroide je kriv Kučan. Če bi bil Janša na oblasti ne bi bilo asteroidov˝ (Vir: sds.si)",1
,"ja, je potrebno.",1
,"saj nam sds&co sistematično zje*ujejo državo že najmanj 24 let",1
,"Z posluhom za ljudi",1
,"Kaj vm folku ni jasn... pejte to kazat u jaslce pa bos meu velik obcinstva oz. ogledu. LP",1
,"če bi blo to v sloveniji bi vsak imel prav in nobedn nič najebal. Vsak je pametnejši od drugega, zato smo tako uredu država, ker nam ni treba nobenega poslušat :D",1
,"lol, pena party",1
,"In za teh par metrov je igral več ur?",1
,"Zanimivo tramvaja brez problemov",1
,"majo vsaj en vzrok da bojo dali novo fasado, ker je ta bela barva izven konteksta",1
,"Ja kaj pa on ve bustasti voznik rallya, očitno še ni slišal za vsevedne slovence, ki imajo 783 variant kako bi to v ""teoriji""  boljše speljali?",1
,"pomagali bi jim z tem da bi njim za vedno ugasnili stopnice pa se naj sprehodijo malo",1
,"No, v glavnem, nepoučeni bedak zatopi imunost, kot da te bolezni ne moreš dobiti in ne kot to, da jo boš prebolel v milejši obliki.Sicer pa v EU je epidemije, ko jih zboli nekaj čez 300 v Berlinu, v afriki pa šele, ko jih zboli čez 4000 in 3je belci.",1
,"glatko",1
,"Voznik Subaruja WRX se je na vsak način želel ogniti hiši, a na spolzki travi ni bilo več pomoči.in na kak način vse se je butl za volanom skušal izognit hiši??   z bremzo do podna?ker retard.kar kol bi naredu bi bol naredu",1
,"Is this the Reebok or the Nike?",1
,"@BWCsem mislil, da bodo samo hejterji tukaj, ampak ti rešuješ dan   In glavo grem stavit, da tisti nepodučeni bedak niti videa ni pogledal ampak samo komentiral",1
,"DanicaOrganizacija Jubilee Project predstavlja zgodbo ženske, ki je zaradi bolezni izgubila vid in moža, ki jih vsak dan pomaga pri vsakodnevnih opravilih.Dá fu­ck?!",1
,"haha kaka mona, tip nezna niti tečt svinja zavljena nej prime lopato da mal shujsa",1
,"""Ko romunski najstniki posnemajo fotografije “bogatih otrok Instagrama”, se zgodi veliko smešnega.""",1
,"keri joke ejga",1
,"Toti lahko trenira od jutra do večera ja če pa celi dan svira na [censored] namesto da bi si šiht najdo.",1
,"eh te antiproteinski telički...",1
,"oh teli naši kvazi reperčki...",1
,"On ma sigurn količinski popust na proteini.si",1
,"to hiško so dobili v mcdonaldsu zraven happy meala",1
,"Ja, te ameriške papirnate hiše",1
,"Naravni proteini so fajn.... Si jih lahko vbrizgaš naravnost v žilo....",1
,"@balkan_boy Ma neumen si ti, kaj bi pa mogel pametnega izvedet iz filma? Potem daje poglej kaki dokumentarec ce bi se rad kaj naucil, film bo mogoce fasciniral koga, da je lahko par najstnikov iz ulic Comptona doseglo svetoven uspeh pa, da so naredli revolucijo v glasbi z uporabo eksplicitnih lirik :D Za tebe je bol kaki Ko to tamo pjeva predvidevam xd",1
,"film za vse nigerje in whigerje, .. in tiste, ki bi to še radi bili",1
,"pogi dej ne klati neumnosti, ker nimaš pojma",1
,"Fake :)",1
,"Res je, fant je hrvat in ga osebno poznam, bil sem tudi zraven ko smo fejkali posnetek.L;p, Andreja ki pazi glavo",1
,"prvo se bo potrebno naučit brcnit žogo",1
,"ka se norce delate retardiranci ? niste smešni še majn pa zanimivi",1
,"[Ko si prepričan, da boš prišel z motorjem priti po stranici preko mostu.]je pa napisan k da bi google prevajalnik napisu",1
,"2:30 lol",1
,"Ja kaj pa on ve bustasti voznik rallya, očitno še ni slišal za vsevedne slovence, ki imajo 783 variant kako bi to v ""teoriji"" boljše speljali? ma slovenc bi to spelov ko bi se napol mrtu od alkota vračaš iz vaške veselive med tem ko bi gobcov po telefonu",1
,"ej ma da znoriš....skoraj vsaka postaja podzemne je imela ustavljene stopnice...bil sem dva dneva nazaj na centralnem terminalu...vlih je bil konc šihtov in valda množica se usuje in stonice ne delajo....to je bilo ko v kurniku...zelo veliko postaj je imelo to okvaro",1
,"sej večini nebi škodlo da bi se mal sprehodl",1
,"*puts the baby in*",1
,"Jaz bi kar Janšo not zapru....",1
,"@bergyzato ker cepivo ni 100% učinkovito (in noben nikoli ni trdil da je).Tako kot recimo presaditev organov; darovalec in pacient se lahko ujemata v vsem, še celo DNK si delita, pa telo organ vseeno zavrne.www.uab.edu/medicine/avrc/vaccine-myths?showall=&start=7",1
,"jokat sem se začeu",1
,"youtu.be/Bt7wbvlanvk ?",1
,"Res upam da so skoraj vsi komentarji pod mano šala ali pa laž...ker to je pa vrhunec slovenske pameti...škoda tako lepe dežele posejane s primitvci, ki nimajo pojma o čem govorijo...",1
,"kvazi športnik, a človek laufat nezna...",1
,"Špikat se s proteni, za boljši jutri.",1
,"media.giphy.com/media/oUVZQaOyjWJ6U/giphy.gif",1
,"Moj prvi FEJK .. če bi drisko dobil v ksiht,bi se najbrž najprej v majico obrisal, namesto da bi kroge delal",1
,"ak-47  + +",1
,"huh, boleče....",1
,"a se ti jočeš?",1
,"kul ne da bo tole mela v trebuhu",1
,"se ne rabiš. jaz se tud nisem.",1
,"Ko bom velik bom Janša.",1
,"tedva sta pa na gobicah",1
,"Izklop ima talent",1
,"Še propaganda izgleda bedno... Cmon... Saj me ne ravno najboljši posluh ne moti, če je besedilo izvirno in ne neko larifari, ampak ta tu,glih toliko, da si jezika ne polomi...",1
,"Jokat sn se zaceu",1
,"Alah je velik hrvat.Mi pa ni všeč ko una dva trotla zravn govorita.",1
,"hahaha vsi se čimbolj trudijo ostati v pozi, cucek pa mlati, kot da mu je zadnji dan",1
,"Ma bogi je Hodža in vsi njegovi feni",1
,"gladko",1
,"Kartonasta hiša.",1
,"zanimivsuper video za antiproteinske teličke...      kako lahko je glumiti frajerja in stisniti tri smejkote, medtem ko v sebi kipiš od jeze in komaj čakaš, da pride večer in se odpraviš v svoj tempelj, zbirališče samovšečnih gejev, kjer boš končno lahko izlil vso negativno energijo, ki ti jo povzročajo ''telički'', na železne palice in jih dvigoval gor in dol, medtem ko boš v špeglu opazoval lepa telesa sebe svojih spolnih partnerjev, na koncu večera pa se boste vsi skupaj piknili s proteini v žile in nato še v ritke med skupinskim tuširanjem, l:p",1
,"grda ali lepa, suha ali debela, še vsaka je vedno fukat dobla, l:p",-1
,"sj veš kak so, ane",1
,"super video za antiproteinske teličke...",1
,"Običajen ruski projekt V2  zahteva od programerjev tudi nekaj bolj naprednih MS paint spretnosti.",1
,"A kost razreže?",1
,"Ni šans da tole uporabm, ker... kruh hočem rezat",1
,"uuu jeaa cant wait ....",1
,"Fvck the policecomin straight from the underground",1
,"kr neki, ni lih smešno, vsaj meni ne",1
,"dobra. dobra.",1
,"in kva mi bo to? traparija da ni večje...",1
,"Meh nič posebnega jst rečem trgovki da mi razreže kruh pa je",1
,"Bravo vsem, ki ste ugotovili, da je fake    V bistvu je to parodija na vse tiste, ki montirajo posnetke.....če tega niste razumeli slučajno",1
,"@linkmod",1
,"mogoče jim bo uspelo izdelati prototip, kaj več pa sigurno ne. Da bi se apple podal v neko masovno, industrijsko proizvodnjo avtomobila pa je zelo neverjetno. Prvič že zaradi popolnega nepoznavanja estetskih trendov v avtomobilski industriji.Ta informacija je bolj stvar marketinga, tok da se govori o applu, ker zdajšnji proizvodi sami po sebi pač niso revolucionarni. Podobno kot en tip, ki je poleg hiše še dal nekega starega mercedesa, pa je cela slovenija znorela. Danes ta tip namesto na Tajskem, prodaja v Sloveniji delavnice o marketingu...",1
,"Oooo, kok touče z nogico !",1
,"kdor ne touče z nogico ni slovenc, hej hej hej",1
,"ajf pšička fukn se u strop al s iglupa",-1
,"haha 2:20 je najbolši poskus...",1
,"bolj kot razvada al kapric to zgleda kot nacionalni šport",1
,"oni trije avtobusi vmes pa kar na pune čez",1
,"kaj ni šov v banjo, jo napolnil z vodo prižgal fen, ga fuknil v vodo med tem ko se on kopa v njej in nato preveril če se vse luči izkolpijo ??",-1
,"dosti lažje kot minolovec :)",1
,"zgleda da ima nasa novo ""gorivo"" za vzlete v vesolje..",1
,"Resnično in heteroseksualno.",1
,"Kako bi izgledalo če bi bili na  V2.",1
,"@PrometheusTo ni kolesarjenje. Tu noge ne delajo. Pri kolesarjenju morajo raditi noge. To je kvečjemu vožnja sa kolesom. Ni kolesarjenje če nije fizike nog. Lahko bi bio tudi hendikepiran. Ampak hendikepiran ne može kolesariti. Pa zato je vožnja s kolesom. Ali spust s kolesom. Popravite naslov.",1
,"matervola",1
,"Nič ne bojo s tem izboljšali polete v vesolje. Tudi tukaj ostane v orbiti cel kup smeti.",1
,"A ni njegovo početje možno prav zaradi gravitacije?...",1
,"Ko je govora o podkupovanju, ne moremo mimo Janše....",1
,"71 klikov. Sam je brezvezna.",1
,"Pa kaj si ti [censored] malo",1
,"Se bo ja porezal",1
,"pravi; nafixan  od Pristiska. P - proteini confirmed",1
,"ej tega nooo...taj dobr sam za u fabrko pa pleh metat, cej kdo dobr u repu sta to trkaj pa klemen klemen",1
,"samo zato ker je komad dober ne bom omenjal proteinov v tej temi",1
,"obrnem se za 180° celzija in ga povozim do smrti, l:p",1
,"haha ene par desk skp zbitih   ajga toj treba cegu pa malto!!",1
,"Raje tako, kot si jih v žilo dajat.",1
,"phahaa",1
,"Bo treba pogledat to",1
,"Izdelava  V2 z zavezanimi očmi, jim bo uspelo ?",1
,"že dlje časa sem registriran in ne komentiram veliko ampak danes sem se odlocil da tole pa morem komentirat: odgovorni za videe: kako lahko pustite to na izklop",1
,"Malo bolj bi pa lahko zmontirali",1
,"Kot vidim si še začetnik. Oproščeno ti je. Jokat sem se začel.",1
,"že dalj časa sem registriran in do zdaj nisem pisal komentarje, sedaj pa ne morem da ne bi pograjal moderatorja, kaj vse objavi na to drugače prečudovito stran, l:p",1
,"Ziher je hrvat slovenski opis napisu.",1
,"Kakšno je to spoštovanje pravil če se folk kr vozi po stezah za tramvaje. Ja ni čudno da je tko kot je. Le kje so tisti aktivisti Stop a Douchebag",1
,"Prej se je pa po jajcih praskov..",1
,"morš bit pa res obupan da greš kaj tazga gledat sploh...",1
,"tw itak djla samo pr njmškemu kruhu k je trd ku kamn, in še zanč je",1
,"Ste vedeli, da se lahko na  V2 pošljete v banovce kar sami ?",1
,"čeb blo to u amerik, bse zihr že kdo urezou, pol bjh pa tožu, ta firma k to proizvaja bi pa finančno padl...jup",1
,"Da se ja čimprej posuši in vrže stran.",1
,"Zanimivo.... je pa to daleč od zemljine orbite hahhahahhha",1
,"Pr najbolšem sosedi že dobim narezanga",1
,"waaaaaw",1
,"Koliko jaz razumem, je to v sredini Sonce in ne Zemlja. Zato je ta asteroid v orbiti okoli Sonca in ne Zemlje.",1
,"Pa jebote nogico",-1
,"A ga bo tudi tega treba aktivirat preko iTunesov in 4i lsatnik bo ostal na suhem zaradi nezmožnosti registracije iClouda? No, še vedno zgleda bolš kot Google-ov",1
,"kak touče z nogicami",1
,"Hehe, kok touče z nogico.   *",1
,"hehe kok touče z nogico",1
,"šprical je v šoli... evo rezultata...",1
,"Ja, nekako je uspel pred lučjo tri iste faze skupaj zvezat.",1
,"fake...z citroenom ne bi prišla preko meje niti",1
,"Normalno da je tak učinek, če so pa proteini v Coli, vsi pa vemo kakšen bum naredijo proteini",1
,"Ma ta tip snema Vine vedno z nekimi video triki. Drugače pa ja. Neverjetno, kakšno potisno silo ima CocaCola in to brez mentosa!",1
,"Te rakete lahko dosežejo hitrost do 140 km/h",1
,"Sedaj vidite napredek ?? Nismo samo v računalništvu napredovali zadnjih dvajset let",1
,"Kaj se pra..ca še ni dovolj prodala?Razumljiv, da je padla ko pa je mogla skrbet, da je playback v živo.",1
,"o ja se pozna tudi tudi na youtube-u... tako, da hvala za pomoč in se priporočam tudi v prihodnje...",1
,"Ja, če ga pogledaš samo odzadaj je hud, samo z drugih strani pa se prav vidi, da je ta širina ""vsiljena"". Moja ocena 6,5/10.",1
,"Pomoje je v vesolju nekje to posneto, po okolici sodeč nekje na površini lune. Ampak ko še enkrat premislim in vidim, da se kava sipa navzdol, kar za gravitacijo sploh ni značilno bi rekel ,da ta posnetek izhaja iz paralelnega vesolja, kjer ima gravitacija čisto drug pomen oz. gravitacija je oznaka za radodajko, ki se ji fant upira oz. kljubuje.",1
,"72klikov sam je krneki",1
,"pr njemu se tud čebula zjoče",1
,"multipraktik? a še dela kaj druga ko seklja čebulo?",1
,"Mikser",1
,"mors bit mohic.",1
,"Brezveze to testirat, itak vojska prikriva resnične podatke o obstoju izvenzemeljskih bitij.",1
,"modro-rjava(bron), l:p",1
,"point je, da je slikan na svetlobi in ne v temi....",1
,"čeb blo to u amerik, bse zihr že kdo urezou, pol bjh pa tožu, ta firma k to proizvaja bi pa finančno padl...jup V Ameriki bi jih tožili zarad čustvenih bolečin, ker rezanje izgleda tako brutalno, da ponoči ne morejo spati...",1
,"Few are those who see with their own eyes and feel with their own hearts.",1
,"ce bi to blo pr nas, seb ziher ksna cvetka urezala",1
,"Verjetno je to odvisno kero fotko postajo...več verzij fotografij z različno razsvetljavo fotografije je...oz. vse skup je predelano. Jaz v glavnem jo vidim v vseh barvah zadnje čase. :D",1
,"Pa ne samo v Nemčiji.. že na Češkem majo to med drugim. Pa verjetno še marsikje drugje.",1
,"Vse kar je od APPLE takoj kupim.. Saj je vse the best..!!!",1
,".:| d-_-b LifeCore |:.",1
,"hehe kok touče z nogico  , l:p",1
,"Kaj je pa drgač smešnega v videu da so baba tko smeji?",1
,"joj kdaj bo ta danica dobla raka na sisah da nebomo več rabil gledat teh njenih butastih povezav",1
,"to bo šele začetek pravega pekla",1
,"allahu akbar",1
,"tale je pa... nekako ZAPOREDNO zvezal vtičnico in luč, ter stikala...heh",1
,"fejk",1
,"˝Za hemeroide je kriv Kučan. Če bi bil Janša na oblasti ne bi bilo hemeroidov˝ (Vir: sds.si)",1
,"Ma to je  schala. Ni nick nego rick in podobno",1
,"volilecmah bivši član mater ste glupi.. jaz se bom včlano v smc pa ukrado trgovino pa bom aktualni član kriminalec..V tem primeru je članstvo v stranki ključnega pomena. Robert Časar je prišel v Luko Koper po izključno strankarskem ključu. In je bil obsojen za dejanja, ki so neposredno povezana z njegovim položajem. Tukaj ni vprašanje nekega marginalca, ki bi deloval na lastno pest, temveč človeka, ki je imel zaledje ene največjih političnih strank. In njeno podporo praktično do konca. In tukaj ni samo SDS, SD in DeSUS imata vsaj enak fetiš na politična kadrovanja. Vse te stranke nastavljajo ljudi (ali pa so že) v zdaj aktualna SDH in DUTB, ki se ukvarjata z drugim valom privatizacije.  In tako bo uničena hrbtenica slovenskega gospodarstva.",1
,"mah bivši član mater ste glupi.. jaz se bom včlano v smc pa ukrado trgovino pa bom aktualni član kriminalec..",1
,"Ja, ljudje so primitivni. Pred obličjem križa, skulptur, simbolov se userjejo.",1
,"Eksperiment ni uspel",1
,"kak ga je odnesl čuj",1
,"Ja ima srečo da je inštruktor pravi čas opazil napad in ga rešil zagotove smrti. Sedaj je njegov dolžnik.",1
,"vsak menda ve da je boljše, če spusti gas in se poskusi izogniti, isto ko na ledunajslabše je bremza na polno brez abs",1
,"Rebook? kaj je to kaka firma, kjer lah ponovno rezerviraš že preklicane rezervacije? Prvič slišim...",1
,"Pravzaprav prebolevamo dnevno (v ""milejši obliki"") več okužb, gre se za to, da cepljeni ljudje in pa tisti, ki so bili z določenim patogenim organizmom že okuženi (in so okužbo preživeli), razvijejo običajno dosmrtno ali pa vsaj večletno odpornost nanj, saj mikrob vzbudi v telesu nastanek specifičnih protiteles.Če is cepljen proti ošpicam, jih skoraj gotovo ne boš dobil (verjetnost, da vseeno zboliš, je praktično zanemarljiva, najprž 1:1.000.000 ali kaj podobnega - govorim iz glave, nisem bral teh študij).Jasno vse?",1
,"Pravijo, da če se cepiš, si imun, zakaj pa potem tudi cepleni lahko dobimo to bolezen?Je morda naročnik tega videa formacija? Res pa bi naj cepljeni to bolezen že preboleli, ko so nam jo dali v kri pri ceplejnju, se pravi, smo takrat šli skozi zgoraj opisane faze bolezni.",1
,"Preveč odrasla objava za pametnjakoviče in zafrustrirance na izklopu.",1
,"KitaUbila ubij se. Na videu je 6 kokakol. Za ahilovo tetivo je vsaka. Daj mir.",-1
,"Virtual trolling on virtual  V2.",1
,"v minutki do vesolja",1
,"@IzklopWD-40 dejansko je kolesarjenje, ko se pelješ s kolesom trol...",1
,"O madona",1
,"kar zanimivo :)",1
,"Medtem časom bi lahko že štirim strankam prodal kavo.",1
,"ja to so ti izklop opisi",1
,"zaradi takih stvari si želim da bi se res zgodil armagedon ali karkoli podobnega..ker da ob vseh drugih problemih, se svet ustavi zaradi te cunje, preprosto človeštvo ni več vredno vsakega naslednjega vdiha kisika, res ne.",1
,"Jas sem videl obe kombinaciji. To je samo neka fora. Ko prvič pogledam na kakšnem fb je recimo modro črna ko pa izgine z monitora ""poscrolam"" nazaj gor in je zlato bela. Oz kakšne barve so pač bile",1
,"tko0 k fredi miler se gleda u špegu",1
,"Da ga čimprej kak lokomotiva povozi. Tako bo še najmanj škode...",1
,"Če prakticiraš eno in isto vajo vrsto let , postaneš mojster kot vidimo . A če bi ga vprašali zrezi krompir ..........bi se usralTko kot ti, ko moraš pred tablo pri gospodinjstvu al kako?",1
,"Tip je ziher na speedu",1
,"Se ti jočeš?",1
,"Jokat sem se začel",1
,"isose božji, koji glupani v komentarjih",1
,"@anderson Jaz. Na YT v kometarjih nekaj ljudi isto sprašuje.",1
,"Kaj mi pomaga 4K resolucija če mi še 360p nalaga počas",1
,"...  daj no. Kaj čaraš.",1
,"Kot da bi mačko za rep vlačil!!!",1
,"Samo una ko žaga nekaj tam z rokam zraven. jao...",1
,"ni mi sploh jasno zakaj sodelujemo na eurosongubolano",1
,"sploh ne podpiram tega komada za evrovizijo.........pesem bi morala bit v slovenščini",1
,"Črnuh nemaren mora vse kar je lepš od njega uničt",1
,"A [censored]ga zdaj si bo zlomu roko.",1
,"to je zih zato ker je črn   ''zlomil tablo'' haha nepismeno dete ...v ameriki si nebi upov tega nrdit , tukej v slavonij si pa upa ...",1
,"A naslov v barvah zraven pa kar vsi isto vidmo? Pri meni je mat črna, pa rudeča ko redkvica z odtekom rumene... Anyone?",1
,"OMG... tudi jaz sem od začetka videl zlato-belo obleko. Žena pa črno-modro obleko. Potem pa sem zlato, ki sem jo videl primerjal z črno barvo, ki je spodaj levo od obleke. Po nekaj sekundah so se mi barve začele spreminjati in sedaj vidim črno-modro obleko.",1
,"kak se dobr vidi res. kot sklesano za izklop",1
,"določeni igralci ki igrajo v ligi prvakov bi se še sedaj valjali po tleh ko da jim glava manjka",1
,"point je v temu, da je to totalno pointlessšala šala",1
,"Izklop v2 je še vedno v fazi sestavljanja oz. čaka na možnost nadaljevanja sestave, baje je vmes med sestavnim procesom izhlapela voda",1
,"https://www.youtube.com/watch?v=oY91fFBEr6I",1
,"Mal so zvok zaje*al",1
,"Od osemdesetih dalje so zjebane... Zdaj jih imajo za sužnje...",1
,"army2500 zelenja ni dosti, ker je bilo snemano jeseni/pozimi in listi pač odpadejo. to pa da so nekateri tak ""leseni"" je pa samo imitiranje najstarejših dreveswww.bigpicture.si/archives/36576",1
,"Dobra stara hrvaška melodija Firestarter skupine Čudo.",1
,"In tak komentra lahko pričakujemo samo od nekoga, ki misli da vse ve, zraven pa nima pojma v glasbi !!!",1
,"Hrvatska posla",1
,"Jaz mam tako doma zvezano cirkularko in bormašino, da sem pri delu hitrejši od soseda.",1
,"Temu se pa vidi da je copata",1
,"bolanija an",1
,"sem probal doma pa ni ratalo    .. tak da je zih fake",1
,"ka se pa zemla vrti okol rakete kaj si nor",1
,"Takrat so že imeli izklopv2?",1
,"Kolesarjenje je ko delajo noge. Tu nog ni. Zahtevam nov naslov.",1
,"omg amputirali so mu roko zato da potem lahko naredijo reklamo    bolano, to vam je pa kapitalizem prekleti gnoji vsi po vrsti in čez 100 let bodo na svetu samo še robotska telesa",-1
,"smo v letu 2015 in nekatere strani imajo še vedno vsako sliko na svoji strani",1
,"Lažje bi rekli, da tvoji možgani kljubujejo inteligenci...",1
,"73 klikov, sam je čist mimo",1
,"Če prakticiraš eno in isto vajo vrsto let , postaneš mojster kot vidimo . A če bi ga vprašali zrezi krompir ..........bi se usral",1
,"Kok tolče z rokico.",1
,"Polovica gre mimo, polovica pa polek",1
,"Če bi se rad spikal s proteini iz serije Breaking Bad ...breakingbad@spikanjesprotini.si",1
,"v VODO ne pa VODE !!! nepismeno dete",1
,"Folk se preveč ukvarja z nepomenbnimi stvarmi namesto da bi kaj bolj koristnega zase naredili. Tolk o tem LP.",1
,"@Žrebelj Ti si šele vosu ejga. Kje si pa vidu, da boš dobu prašek iz mesa, hahahaha kaka ovca ko verjameš vsem kar piše in kar so ti povedli. Dobiti prašek oz beljakovine iz hrane (mesa, jajc ipd.) je nemogoče. To vam samo piše na škatli, potem pa se špikate s temi proteini oz beljakovinami v žilo. Zaradi kemijskih reakcij ko pride ta snov v žilo, katero so v osnovi prvi razvili kemiki z Oxforda in ki ji vi pravite proteini oz beljakovine se žile razširijo, mišice pa napolnijo z vodo. Zaradi tega lahko pride do dehidracije, torej, prosim ne trolajte da so ti praški beljakovine. To je čista kemija osli",1
,"Ni res, tisti ko vidi jo drugače kot belo in zlato mu nekaj ne štima, ker to je slikano na naravni svetlobi, kot razložijo. Fotoaparat je zajel kot belo in zlato. Potem pa magari farovški reflektor daje v monitor prkurt da bo ja modra pa črna.",1
,"nevem kaj je poanta ampak je črno-modra kdo vidi belo- zlato mora it k okulist ker ima barvno slepoto ali pa psihične motnje resno   !",1
,"belo zlato vidijo tisti, ki nimajo pojma o prostorski predstavi in osvelitvah...če tvoji čudni možgani mislijo da je tole osvetljeno z dnevno svetlobo pol vidiš približno zlato belo ampak še vseeno moraš bit zelo čudn da drekasti barvi rečeš zlata in svetlo modri bela...",1
,"H4.gen-FanAtic`S",1
,"Bi pohvalil, samo nebom.",1
,"Marjetka je luštna.",1
,"@monkeyboy sem dal to povezavo, sam so jo admini zamenjal :/",1
,"naj prvi vrže kamen tisti, ki je brez greha",1
,"kdo je dal opicam kamero v roke?",1
